64.39323,31.417181
64.05277,32.949337
64.3554,31.80022
64.16626,32.353497
63.787975,34.353813
64.05277,32.587578
63.93929,34.63045
63.598835,32.800377
63.296207,33.311096
63.107067,35.119892
62.237015,36.396687
62.426155,35.58805
62.766613,33.374935
62.350502,33.949493
61.404793,36.141327
61.48045,35.94981
61.934387,34.162292
61.631763,36.034927
61.70742,34.098454
61.518276,36.226448
61.44262,34.077175
61.29131,36.20517
61.139996,34.119736
60.53474,34.545334
59.967316,34.183575
60.080803,34.396374
60.042973,36.01365
59.89166,33.609016
59.92949,35.69445
59.74035,33.438774
59.43772,35.24757
59.39989,34.545334
59.664692,36.09877
58.11373,30.544703
58.945953,34.609173
59.059437,34.396374
58.908123,34.67301
58.416355,35.31141
57.735447,36.01365
56.903225,35.39653
57.546307,36.20517
56.714085,35.119892
55.88186,33.396217
56.297974,35.20501
55.73055,35.56677
55.276608,33.821815
54.898323,33.672855
55.087467,35.77957
55.163124,36.290287
54.936153,36.46053
53.87696,37.548466
53.990444,35.417812
54.10393,37.442066
53.914787,35.99237
53.83913,36.758446
53.271706,34.864532
53.347363,36.35413
53.04474,37.697426
53.082565,35.69445
52.51514,35.43909
51.304634,33.417496
51.455948,37.184048
52.09903,35.52421
50.699383,34.758133
51.645092,35.75829
51.00201,35.60933
50.699383,35.33269
50.434586,36.52437
49.261906,33.694134
50.207615,36.26901
47.86226,35.31141
48.354027,35.50293
48.202717,35.58805
46.95438,35.46037
47.030037,36.09877
45.66822,35.84341
46.34913,38.293262
46.0465,35.52421
46.197815,37.782543
45.970844,35.84341
45.970844,37.098927
44.760338,34.438934
45.479076,36.71589
44.835995,34.183575
45.63039,34.907093
45.100796,37.399506
45.100796,35.69445
44.949482,37.612305
44.91165,37.420784
44.53337,34.99221
44.344227,35.31141
44.419884,37.247887
44.382057,37.548466
43.847733,35.99237
43.469448,36.758446
43.128994,36.37541
42.78854,38.378384
42.675053,36.779728
42.523743,38.889103
42.97768,35.268852
41.805004,36.928688
40.74581,39.05934
41.61586,35.33269
41.65369,36.801006
40.70798,38.335823
40.594498,38.697582
40.3297,35.56677
40.481014,38.569904
39.91359,36.12005
40.367527,38.442223
38.77874,33.992054
38.892223,37.442066
38.286972,37.399506
37.946518,37.184048
37.530403,35.52421
36.773838,35.80085
37.341263,36.034927
36.81167,37.290447
36.168587,37.463345
35.41202,37.141487
35.033737,37.505905
33.898888,37.782543
33.59626,39.61262
33.59626,37.633587
32.3101,35.97109
